N_unmapped	3058159	3058159	3058159
N_multimapping	10178372	10178372	10178372
N_noFeature	2302594	29494714	2569172
N_ambiguous	3429160	63872	1871346
ENSG00000223972	1	1	1
ENSG00000227232	57	2	56
ENSG00000278267	14	1	13
ENSG00000243485	0	0	0
ENSG00000284332	0	0	0
ENSG00000237613	0	0	0
ENSG00000268020	0	0	0
ENSG00000240361	0	0	0
ENSG00000186092	0	0	0
ENSG00000238009	4	0	15
ENSG00000239945	0	0	0
ENSG00000233750	34	45	0
ENSG00000268903	1326	0	1326
ENSG00000269981	491	0	491
ENSG00000239906	15	0	15
ENSG00000241860	10	0	10
ENSG00000222623	0	0	0
ENSG00000241599	0	0	0
ENSG00000279928	32	0	32
ENSG00000279457	444	0	444
ENSG00000273874	13	0	13
ENSG00000228463	25	0	37
ENSG00000286448	0	12	0
ENSG00000236679	0	0	0
ENSG00000236601	0	0	0
ENSG00000237094	108	0	108
ENSG00000269732	0	0	0
ENSG00000284733	0	0	0
ENSG00000233653	0	0	0
ENSG00000250575	1	0	1
ENSG00000278757	0	0	0
ENSG00000230021	2	22	2
ENSG00000235146	0	0	0
ENSG00000225972	2	0	2
ENSG00000225630	1425	3	1422
ENSG00000237973	101	0	124
ENSG00000278791	0	18	0
ENSG00000229344	5	0	6
ENSG00000240409	0	0	0
ENSG00000248527	7272	35	7237
ENSG00000198744	5	0	5
ENSG00000268663	0	0	0
ENSG00000284662	0	0	0
ENSG00000229376	3	3	0
ENSG00000228327	89	0	89
ENSG00000223181	0	0	0
ENSG00000229905	0	0	0
ENSG00000237491	40	23	25
ENSG00000285268	0	0	0
ENSG00000230092	5	0	13
ENSG00000177757	4	12	0
ENSG00000228794	235	35	224
ENSG00000225880	51	1	72
ENSG00000230368	0	0	0
ENSG00000234711	5	0	5
ENSG00000283040	0	0	0
ENSG00000272438	0	0	0
ENSG00000230699	0	0	0
ENSG00000241180	0	0	0
ENSG00000223764	0	0	0
ENSG00000187634	0	116	0
ENSG00000188976	784	5	895
ENSG00000187961	508	5	503
ENSG00000187583	32	1	35
ENSG00000187642	0	4	0
ENSG00000272512	3	0	3
ENSG00000188290	393	16	377
ENSG00000187608	1492	10	1482
ENSG00000231702	0	0	0
ENSG00000224969	5	3	2
ENSG00000188157	104	0	104
