N_unmapped	2718087	2718087	2718087
N_multimapping	27326827	27326827	27326827
N_noFeature	1023384	26382475	1160664
N_ambiguous	3601342	66810	2701938
ENSG00000223972	3	0	3
ENSG00000227232	81	0	81
ENSG00000278267	4	0	4
ENSG00000243485	0	0	0
ENSG00000284332	0	0	0
ENSG00000237613	0	0	0
ENSG00000268020	0	0	0
ENSG00000240361	0	0	0
ENSG00000186092	0	0	0
ENSG00000238009	0	0	1
ENSG00000239945	0	0	0
ENSG00000233750	10	12	0
ENSG00000268903	368	0	369
ENSG00000269981	98	0	98
ENSG00000239906	3	0	3
ENSG00000241860	5	0	5
ENSG00000222623	0	0	0
ENSG00000241599	0	0	0
ENSG00000279928	4	1	3
ENSG00000279457	99	0	99
ENSG00000273874	0	0	0
ENSG00000228463	1	0	4
ENSG00000286448	0	3	0
ENSG00000236679	0	0	0
ENSG00000236601	0	0	0
ENSG00000237094	42	0	42
ENSG00000269732	0	0	0
ENSG00000284733	0	0	0
ENSG00000233653	0	0	0
ENSG00000250575	0	0	0
ENSG00000278757	0	0	0
ENSG00000230021	0	26	0
ENSG00000235146	0	0	0
ENSG00000225972	5	0	5
ENSG00000225630	1013	2	1011
ENSG00000237973	112	0	130
ENSG00000278791	0	4	0
ENSG00000229344	4	0	6
ENSG00000240409	0	0	0
ENSG00000248527	4387	26	4361
ENSG00000198744	8	0	8
ENSG00000268663	0	0	0
ENSG00000284662	0	0	0
ENSG00000229376	0	0	0
ENSG00000228327	73	0	73
ENSG00000223181	0	0	0
ENSG00000229905	0	0	0
ENSG00000237491	20	13	13
ENSG00000285268	0	0	0
ENSG00000230092	7	0	13
ENSG00000177757	2	4	0
ENSG00000228794	104	7	110
ENSG00000225880	25	0	28
ENSG00000230368	0	0	0
ENSG00000234711	0	0	0
ENSG00000283040	0	0	0
ENSG00000272438	0	0	0
ENSG00000230699	0	0	0
ENSG00000241180	0	0	0
ENSG00000223764	0	0	0
ENSG00000187634	0	44	0
ENSG00000188976	269	0	313
ENSG00000187961	249	2	247
ENSG00000187583	22	2	20
ENSG00000187642	0	0	0
ENSG00000272512	4	0	4
ENSG00000188290	118	6	112
ENSG00000187608	978	2	976
ENSG00000231702	0	0	0
ENSG00000224969	0	0	0
ENSG00000188157	25	0	25
ENSG00000242590	0	0	0
ENSG00000217801	27	27	0
ENSG00000273443	0	0	0
ENSG00000237330	0	0	0
ENSG00000131591	275	4	271
ENSG00000285812	4	4	0
ENSG00000223823	1	0	1
ENSG00000207730	0	0	0
ENSG00000207607	0	0	0
ENSG00000198976	0	0	0
ENSG00000272141	0	0	0
ENSG00000205231	0	0	0
ENSG00000162571	0	0	0
ENSG00000186891	63	0	63
ENSG00000186827	143	1	142
ENSG00000078808	1645	0	1645
ENSG00000176022	304	1	303
ENSG00000184163	10	0	10
ENSG00000260179	6	0	6
ENSG00000160087	763	2	761
ENSG00000230415	8	0	8
ENSG00000162572	34	0	34
ENSG00000131584	515	60	513
ENSG00000278073	0	0	0
ENSG00000169972	162	43	246
ENSG00000127054	965	82	952
ENSG00000283712	0	0	0
ENSG00000240731	27	10	17
ENSG00000224051	287	6	281
ENSG00000169962	23	4	26
ENSG00000107404	569	9	567
ENSG00000284372	0	0	0
ENSG00000162576	26	17	9
ENSG00000175756	1340	3	1337
ENSG00000223663	0	0	0
ENSG00000221978	2369	4	2365
ENSG00000224870	405	122	430
ENSG00000242485	728	33	842
ENSG00000264293	0	0	0
ENSG00000272455	62	1	62
ENSG00000235098	0	0	0
ENSG00000225905	0	0	0
ENSG00000205116	0	0	0
ENSG00000225285	0	0	0
ENSG00000179403	0	0	0
ENSG00000215915	12	0	12
ENSG00000160072	351	3	348
