N_unmapped	2127465	2127465	2127465
N_multimapping	24276435	24276435	24276435
N_noFeature	378258	23572482	467084
N_ambiguous	3501478	37814	2778591
ENSG00000223972	0	2	0
ENSG00000227232	49	0	51
ENSG00000278267	4	0	4
ENSG00000243485	0	0	0
ENSG00000284332	0	0	0
ENSG00000237613	0	0	0
ENSG00000268020	0	0	0
ENSG00000240361	0	0	0
ENSG00000186092	0	0	0
ENSG00000238009	1	0	1
ENSG00000239945	0	0	0
ENSG00000233750	1	1	0
ENSG00000268903	461	0	461
ENSG00000269981	146	0	146
ENSG00000239906	1	0	1
ENSG00000241860	6	0	6
ENSG00000222623	0	0	0
ENSG00000241599	0	0	0
ENSG00000279928	15	0	15
ENSG00000279457	154	2	152
ENSG00000273874	0	0	0
ENSG00000228463	4	0	5
ENSG00000286448	0	1	0
ENSG00000236679	0	0	0
ENSG00000236601	0	0	0
ENSG00000237094	5	0	5
ENSG00000269732	0	0	0
ENSG00000284733	0	0	0
ENSG00000233653	0	0	0
ENSG00000250575	0	0	0
ENSG00000278757	0	0	0
ENSG00000230021	0	22	0
ENSG00000235146	0	0	0
ENSG00000225972	9	1	8
ENSG00000225630	1987	7	1980
ENSG00000237973	137	0	157
ENSG00000278791	0	3	0
ENSG00000229344	5	0	8
ENSG00000240409	0	0	0
ENSG00000248527	7347	34	7313
ENSG00000198744	87	5	82
ENSG00000268663	0	0	0
ENSG00000284662	0	0	0
ENSG00000229376	0	0	0
ENSG00000228327	16	0	16
ENSG00000223181	0	0	0
ENSG00000229905	0	0	0
ENSG00000237491	3	1	3
ENSG00000285268	0	0	0
ENSG00000230092	2	0	6
ENSG00000177757	0	3	0
ENSG00000228794	78	6	79
ENSG00000225880	18	0	23
ENSG00000230368	0	0	0
ENSG00000234711	0	0	0
ENSG00000283040	0	0	0
ENSG00000272438	0	0	0
ENSG00000230699	0	0	0
ENSG00000241180	0	0	0
ENSG00000223764	2	2	0
ENSG00000187634	0	53	0
ENSG00000188976	267	0	320
ENSG00000187961	205	6	199
ENSG00000187583	8	0	13
ENSG00000187642	0	5	0
ENSG00000272512	1	0	1
ENSG00000188290	63	0	63
ENSG00000187608	555	3	552
ENSG00000231702	0	0	0
ENSG00000224969	0	0	0
ENSG00000188157	21	0	21
ENSG00000242590	0	0	0
ENSG00000217801	11	4	7
ENSG00000273443	0	0	0
ENSG00000237330	0	0	0
ENSG00000131591	219	1	218
ENSG00000285812	0	0	0
ENSG00000223823	2	0	2
ENSG00000207730	0	0	0
ENSG00000207607	0	0	0
ENSG00000198976	0	0	0
ENSG00000272141	0	0	0
ENSG00000205231	0	0	0
ENSG00000162571	1	0	1
ENSG00000186891	135	2	133
ENSG00000186827	126	1	125
ENSG00000078808	1106	11	1095
ENSG00000176022	298	0	298
ENSG00000184163	7	0	7
ENSG00000260179	8	0	8
ENSG00000160087	743	3	740
ENSG00000230415	1	0	1
ENSG00000162572	34	0	34
ENSG00000131584	411	53	411
ENSG00000278073	0	0	0
ENSG00000169972	95	19	165
ENSG00000127054	730	55	711
ENSG00000283712	0	0	0
ENSG00000240731	7	3	4
ENSG00000224051	258	2	256
