N_unmapped	6025612	6025612	6025612
N_multimapping	34882169	34882169	34882169
N_noFeature	7803463	37658783	8184068
N_ambiguous	3863679	74691	2296470
ENSG00000223972	6	23	1
ENSG00000227232	132	0	150
ENSG00000278267	20	1	19
ENSG00000243485	0	0	0
ENSG00000284332	0	0	0
ENSG00000237613	0	0	0
ENSG00000268020	0	0	0
ENSG00000240361	0	0	0
ENSG00000186092	0	0	0
ENSG00000238009	0	0	10
ENSG00000239945	0	0	0
ENSG00000233750	27	46	0
ENSG00000268903	1099	0	1108
ENSG00000269981	508	0	508
ENSG00000239906	13	0	13
ENSG00000241860	7	0	7
ENSG00000222623	0	0	0
ENSG00000241599	0	0	0
ENSG00000279928	8	1	7
ENSG00000279457	416	0	416
ENSG00000273874	3	0	3
ENSG00000228463	15	0	34
ENSG00000286448	0	19	0
ENSG00000236679	0	0	0
ENSG00000236601	0	0	0
ENSG00000237094	207	0	207
ENSG00000269732	0	0	0
ENSG00000284733	0	0	0
ENSG00000233653	0	0	0
ENSG00000250575	1	0	1
ENSG00000278757	6	0	6
ENSG00000230021	15	39	15
ENSG00000235146	0	0	0
ENSG00000225972	7	0	7
ENSG00000225630	1034	2	1032
ENSG00000237973	149	0	162
ENSG00000278791	0	0	0
ENSG00000229344	7	0	17
ENSG00000240409	0	0	0
ENSG00000248527	5640	49	5591
ENSG00000198744	7	0	7
ENSG00000268663	0	0	0
ENSG00000284662	0	0	0
ENSG00000229376	9	9	0
ENSG00000228327	160	0	160
ENSG00000223181	0	0	0
ENSG00000229905	1	1	0
ENSG00000237491	112	84	39
ENSG00000285268	0	0	0
ENSG00000230092	15	0	30
ENSG00000177757	17	28	0
ENSG00000228794	364	49	358
ENSG00000225880	78	3	107
ENSG00000230368	2	2	0
ENSG00000234711	2	0	2
ENSG00000283040	0	0	0
ENSG00000272438	1	0	1
ENSG00000230699	1	0	1
ENSG00000241180	0	0	0
ENSG00000223764	0	0	0
ENSG00000187634	2	159	0
ENSG00000188976	920	1	1076
ENSG00000187961	628	12	616
ENSG00000187583	21	3	21
ENSG00000187642	2	5	0
ENSG00000272512	0	0	0
ENSG00000188290	359	20	339
ENSG00000187608	1138	4	1134
ENSG00000231702	0	0	0
ENSG00000224969	1	0	1
ENSG00000188157	106	2	104
ENSG00000242590	0	0	0
ENSG00000217801	164	163	3
ENSG00000273443	1	3	0
ENSG00000237330	1	1	0
ENSG00000131591	709	8	701
ENSG00000285812	7	7	0
ENSG00000223823	12	0	12
ENSG00000207730	0	0	0
ENSG00000207607	0	0	0
ENSG00000198976	0	0	0
ENSG00000272141	2	0	2
ENSG00000205231	0	0	2
ENSG00000162571	6	7	1
ENSG00000186891	397	8	389
ENSG00000186827	277	6	271
ENSG00000078808	3226	10	3216
ENSG00000176022	694	4	690
ENSG00000184163	24	0	24
ENSG00000260179	9	0	9
ENSG00000160087	1489	6	1483
ENSG00000230415	19	0	19
ENSG00000162572	187	3	184
ENSG00000131584	1610	120	1602
ENSG00000278073	0	0	0
ENSG00000169972	278	97	410
ENSG00000127054	2555	214	2456
ENSG00000283712	0	0	0
ENSG00000240731	59	17	42
ENSG00000224051	612	4	608
ENSG00000169962	80	20	63
ENSG00000107404	1175	16	1162
ENSG00000284372	0	0	0
ENSG00000162576	220	138	82
ENSG00000175756	2205	11	2194
ENSG00000223663	1	0	1
ENSG00000221978	5874	20	5854
ENSG00000224870	757	238	775
ENSG00000242485	1552	80	1728
ENSG00000264293	0	0	0
ENSG00000272455	162	1	161
ENSG00000235098	14	4	10
ENSG00000225905	0	0	0
ENSG00000205116	0	0	0
ENSG00000225285	0	0	0
ENSG00000179403	1	0	1
ENSG00000215915	20	0	20
ENSG00000160072	975	1	974
ENSG00000284740	19	0	19
ENSG00000197785	351	0	351
ENSG00000205090	13	0	13
ENSG00000160075	4242	11	4237
ENSG00000215014	27	12	21
ENSG00000274481	0	0	0
ENSG00000228594	164	0	164
ENSG00000286989	67	0	67
ENSG00000272106	165	19	214
ENSG00000197530	3396	1845	1619
ENSG00000189409	127	32	100
ENSG00000248333	1117	19	1103
ENSG00000272004	7	204	17
ENSG00000189339	2546	68	2692
ENSG00000269737	106	106	0
ENSG00000215914	21	13	8
ENSG00000008128	125	0	126
ENSG00000268575	97	1	194
ENSG00000227775	29	466	3
ENSG00000215790	657	18	978
ENSG00000008130	6505	32	6473
ENSG00000078369	5388	26	5362
ENSG00000231050	20	0	20
ENSG00000169885	8	0	8
ENSG00000178821	3	0	3
ENSG00000142609	0	0	0
ENSG00000233542	0	0	0
ENSG00000187730	3	0	3
ENSG00000226969	0	0	0
ENSG00000067606	273	73	526
ENSG00000271806	22	32	12
ENSG00000182873	129	105	29
ENSG00000162585	1830	295	1834
ENSG00000234396	0	1	2
ENSG00000157933	1464	11	1453
ENSG00000287356	18	20	4
ENSG00000116151	143	3	146
ENSG00000272161	0	0	0
ENSG00000269896	24	0	24
ENSG00000272420	4	0	4
ENSG00000157916	3224	167	3945
ENSG00000157911	233	742	383
ENSG00000149527	808	120	692
ENSG00000224387	10	7	3
ENSG00000229393	9	4	5
ENSG00000157881	994	4	990
ENSG00000197921	1	0	1
ENSG00000272449	492	12	480
ENSG00000238164	382	1292	540
ENSG00000157873	8690	208	9932
ENSG00000225931	36	1	35
ENSG00000228037	75	2	73
ENSG00000157870	358	47	410
ENSG00000142606	32	62	69
ENSG00000237058	0	3	0
ENSG00000215912	107	0	110
ENSG00000285945	0	0	0
ENSG00000283259	0	0	0
ENSG00000233234	0	0	0
ENSG00000287396	0	0	0
ENSG00000231630	0	0	0
ENSG00000284745	0	0	0
ENSG00000169717	0	0	0
ENSG00000177133	3	0	3
ENSG00000142611	4	0	4
ENSG00000283572	0	0	0
ENSG00000226286	0	0	0
ENSG00000279839	0	0	0
ENSG00000272235	0	0	0
ENSG00000287828	0	0	0
ENSG00000286518	0	0	0
ENSG00000130762	0	0	0
ENSG00000272088	1	1	0
ENSG00000162591	1795	4	1791
ENSG00000207776	0	0	0
ENSG00000238260	83	0	83
ENSG00000158109	1409	8	1401
ENSG00000116213	974	4	970
ENSG00000078900	39	24	33
ENSG00000227589	3	3	0
ENSG00000235131	0	0	0
ENSG00000227372	516	3	591
ENSG00000276189	0	4	0
ENSG00000162592	0	56	0
ENSG00000235169	131	0	131
ENSG00000130764	789	17	870
ENSG00000266075	5	4	1
ENSG00000272153	23	120	1
ENSG00000116198	631	1	630
ENSG00000169598	281	0	283
ENSG00000198912	1433	29	1406
ENSG00000236423	25	0	25
ENSG00000233304	0	0	0
ENSG00000226374	0	0	0
ENSG00000284668	0	0	0
ENSG00000284703	2	0	2
ENSG00000229280	0	0	0
ENSG00000235054	0	0	0
ENSG00000284694	0	0	0
ENSG00000227169	0	0	0
ENSG00000232596	0	0	0
ENSG00000196581	56	0	56
ENSG00000287586	91	4	87
ENSG00000284739	0	0	0
ENSG00000284674	0	0	0
ENSG00000231510	0	0	0
ENSG00000284616	0	0	0
ENSG00000284692	0	0	0
ENSG00000284666	0	0	0
ENSG00000260972	0	0	0
ENSG00000283356	0	0	0
ENSG00000236948	13	0	13
ENSG00000264341	0	0	0
ENSG00000264101	0	0	0
ENSG00000131697	360	0	367
ENSG00000069424	5469	34	5442
ENSG00000116254	4	0	4
ENSG00000285629	1	0	1
ENSG00000116251	1653	10	1654
ENSG00000226944	1	1	7
ENSG00000158286	96	19	107
ENSG00000116237	581	5	621
ENSG00000225077	10	42	3
ENSG00000173673	0	0	0
ENSG00000158292	119	1	118
ENSG00000097021	131	13	145
ENSG00000271746	0	19	8
ENSG00000069812	0	0	0
ENSG00000187017	213	470	163
ENSG00000265392	0	0	0
ENSG00000231868	0	9	0
ENSG00000215788	3000	3	3408
ENSG00000171680	22	0	22
ENSG00000162408	442	0	442
ENSG00000253022	1	1	0
ENSG00000229519	15	15	0
ENSG00000173662	3	3	0
ENSG00000204859	1323	61	1262
ENSG00000162413	2597	13	2584
ENSG00000116273	174	0	174
ENSG00000041988	667	248	701
ENSG00000007923	319	40	561
ENSG00000228750	0	0	0
ENSG00000284744	1	1	0
ENSG00000237436	40	0	40
ENSG00000171735	538	1	537
ENSG00000227950	5	5	0
ENSG00000237365	0	0	0
ENSG00000207056	0	0	0
ENSG00000237402	0	0	0
ENSG00000237728	0	0	0
ENSG00000225126	0	0	0
ENSG00000270171	0	0	0
ENSG00000270035	2	0	2
ENSG00000269978	5	0	5
ENSG00000049245	1385	4	1381
ENSG00000269925	25	0	25
ENSG00000049246	157	40	189
ENSG00000236266	3	37	7
ENSG00000049247	44	26	49
ENSG00000049249	168	0	168
ENSG00000270330	6	6	0
ENSG00000116288	3225	3	3222
ENSG00000200344	4	4	0
ENSG00000284747	35	0	36
ENSG00000284716	1	1	0
ENSG00000116285	19	4	16
ENSG00000238290	4	0	4
ENSG00000232848	0	0	0
ENSG00000229305	0	0	0
ENSG00000227634	0	0	0
ENSG00000200975	0	0	0
ENSG00000233645	0	0	0
ENSG00000251977	0	0	0
ENSG00000162426	39	0	39
ENSG00000252254	0	0	0
ENSG00000142599	3660	117	3573
ENSG00000232912	135	17	148
ENSG00000221083	0	0	0
ENSG00000270282	4	4	0
ENSG00000234619	14	13	1
ENSG00000224315	4	0	4
ENSG00000222511	0	0	0
ENSG00000226545	14	14	0
ENSG00000228423	6	0	6
ENSG00000229716	0	0	0
ENSG00000074800	5576	8	5570
